deck,name,lat,lng,country,state,wordCount,date,link
"Photos of a lesser-known ecosystem, from British Columbia’s outer coast.",The Secret World of Bog,51.565661,-128.036,,,"900 words, 19 photos",2016-09-19T00:00:00,https://hakaimagazine.com/videos-visuals/secret-world-bog/
"In the degraded environment of Pakistan’s Indus Delta region, where locals who depend on fishing struggle to sustain themselves, crab fattening ponds offer new hope.",Making Money Out of Mud,24.125637,67.453692,,,"1,000 words, 11 photos",2016-09-09T00:00:00,https://hakaimagazine.com/videos-visuals/making-money-out-mud/
How does a coastal nuclear plant affect the sea life and communities that surround it?,Nuclear Neighbors,27.348973,-80.23927,,,41-panel comic,2016-09-06T00:00:00,https://hakaimagazine.com/videos-visuals/nuclear-neighbors/
"A little bit algae, a little bit rock, and a lot animal. If you’ve ever wondered about the life of a coral, this photo essay will help.","Coral, Explained",,,,,"2,000 words, 13 photos",2016-09-01T00:00:00,https://hakaimagazine.com/videos-visuals/coral-explained/
"Those most familiar with the waters off Lesbos, Greece, are putting aside their fishing nets to help refugees.",The Fishermen of Lesbos,39.169246,26.211758,,,5 min 15 sec,2016-08-18T00:11:00,https://hakaimagazine.com/videos-visuals/fishermen-lesbos/
Some beaches have mussels. This one has muscles.,The Defenders of Muscle Beach,33.98541,-118.4727,,,5 min 30 sec,2016-07-26T00:00:00,https://hakaimagazine.com/videos-visuals/defenders-muscle-beach/
"In Punta Allen, Mexico, a lobster fishing cooperative supports the community and the environment.",Solidarity and the Art of Sustainable Lobster Fishing,19.801294,-87.47511,,,4 min 45 sec,2016-05-17T00:00:00,https://hakaimagazine.com/videos-visuals/solidarity-and-art-sustainable-lobster-fishing/
Take a peek behind the scenes at the Smithsonian Institution’s marine mammal warehouses.,Where Dead Whales Go to Live,38.8912662,-77.0260654,,,3 min 30 sec,2016-05-02T00:00:00,https://hakaimagazine.com/videos-visuals/where-dead-whales-go-live/
Myanmar’s Ayeyarwady Delta shoreline is at risk of getting squeezed out.,The Big (Coastal) Squeeze,16.284202,95.677142,,,"1,600 words, 19 photos",2016-04-25T00:00:00,https://hakaimagazine.com/videos-visuals/big-coastal-squeeze/
Coastal access laws around the world.,Infographic: Get the Hell Off My Beach,,,,,Infographic,2016-04-15T00:00:00,https://hakaimagazine.com/videos-visuals/infographic-get-hell-my-beach/
Scotland’s liberal access laws make life a whole lot better for everyone.,The Right to Roam,56.417022,-4.138479,,,3 min 30 sec,2016-04-05T00:11:00,https://hakaimagazine.com/videos-visuals/right-roam/
Little things live big lives between grains of sand.,The Micro Monsters Beneath Your Beach Blanket,,,,,"1,700 words, 8 photos",2016-03-21T00:00:00,https://hakaimagazine.com/videos-visuals/micro-monsters-beneath-your-beach-blanket/
"Oil companies have always looked north for vast oil fields, and they won’t stop any time soon.",The Race for Arctic Oil,71.221163,-156.4722,,,Infographic,2016-02-08T00:00:00,https://hakaimagazine.com/videos-visuals/race-arctic-oil/
The role of the sea in melting the Arctic.,"Et Tu, Ocean?",73.629767,-73.38084,,,3 min 15 sec,2016-02-02T00:00:00,https://hakaimagazine.com/videos-visuals/et-tu-ocean/
"More than a century ago, a group of students traveled from the American Midwest to Canada’s Pacific Coast to study seaweeds. Botanical Beach has been a unique outdoor classroom ever since.",Out of This World: the Minnesota Seaside Station,48.529212,-124.45,,,3 min 15 sec,2016-01-25T00:00:00,https://hakaimagazine.com/videos-visuals/out-world-minnesota-seaside-station/
Scientists don’t need to see a fish to know it’s there.,Counting the Invisible Fish,48.459131,-123.5607,,,3 min 30 sec,2015-12-09T00:00:00,https://hakaimagazine.com/videos-visuals/counting-invisible-fish/
"One day in 1963, ecologist Bob Paine started plucking sea stars off rocks and tossing them into the sea. His study helped show how a species may be small in number but significant in its impact.",How Ecosystems Got a Keystone,,,,,3 min 45 sec,2015-11-06T00:11:00,https://hakaimagazine.com/videos-visuals/how-ecosystems-got-keystone/
The incessant noise in today’s oceans creates an acoustic smog that challenges animals’ survival.,Noise in a Modern Ocean,,,,,2 min,2015-10-07T00:11:00,https://hakaimagazine.com/videos-visuals/noise-modern-ocean/
"Whale watchers and whale hunters intermingle in the waters off Reykjavík, Iceland. Can they coexist?","The Cook, the Hunter, the Whales &#038; their Watchers",64.132592,-21.82978,,,5 min,2015-10-05T00:00:00,https://hakaimagazine.com/videos-visuals/cook-hunter-whales-their-watchers/
"Around the world, creeks, rivers, and streams that flow sporadically are common, and these temporary waterways—wet or dry—are fundamental to ecosystems.",Intermittent Streams: Nature’s Vanishing Act,37.918982,-122.6823,,,3 min 30 sec,2015-09-09T00:22:00,https://hakaimagazine.com/videos-visuals/intermittent-streams-natures-vanishing-act/
Hint: it’s pronounced fee-CAL-uh-bak-TEER-ee-um.,What’s in Brooklyn’s Gowanus Canal?,40.666448,-74.00552,,,3 min 30 sec,2015-08-21T00:00:00,https://hakaimagazine.com/videos-visuals/whats-brooklyns-gowanus-canal/
"Plunge into the waters of the Sulu Sea with scientists in pursuit of the largest fish in the ocean, the whale shark.",Expedition Shark: Philippines,8.810361,120.50885,,,4 min,2015-08-07T00:00:00,https://hakaimagazine.com/videos-visuals/expedition-shark-philippines/
Fewer Inuit youth than ever are learning how to become hunters in Greenland. What does it mean for their culture?,The Seal Hunters of Greenland: A Photo Essay,77.466738,-69.2381,,,"950 words, 17 photos",2015-07-27T00:00:00,https://hakaimagazine.com/videos-visuals/seal-hunters-greenland-photo-essay/
"A photo essay that explores how local fishermen along Costa Rica’s Southern Caribbean shore are fighting lionfish with wooden traps, spear-wielding scuba students, and tasty ceviche.",Counterattack: How One Community Fends Off an Unwanted Fish,9.676897,-82.84174,,,"700 words, 12 photos",2015-07-10T00:05:00,https://hakaimagazine.com/videos-visuals/counterattack-how-one-community-fends-unwanted-fish/
These male pufferfish want to be everybody’s baby daddy.,The Most Enthusiastic Dads,28.102012,129.36932,,,Eight-panel comic,2015-06-18T00:00:00,https://hakaimagazine.com/videos-visuals/most-enthusiastic-dads/
"A photo essay of vintage outboard motors, little engines that allowed coastal dwellers to set a course toward the unknown.",The Driven,,,,,"450 words, 12 photos",2015-06-17T00:05:00,https://hakaimagazine.com/videos-visuals/driven/
"Stuck in an archival deep freeze, a 45-year-old short film surfaces—a cross-border project to reintroduce sea otters to British Columbia.",The Way Back,50.075108,-127.6313,,,36 min,2015-06-12T00:00:00,https://hakaimagazine.com/videos-visuals/way-back/
Researcher Monica Moritsch tracks changes in an intertidal neighborhood when its main predator is gone.,No Sea Stars = Mussel Beach,36.949,-122.065,,,3 min 15 sec,2015-05-20T00:00:00,https://hakaimagazine.com/videos-visuals/no-sea-stars-mussel-beach/
A portrait series featuring the women who carry coastal Ghana’s food supply on their heads.,The Fishmongers,4.790935999999999,-1.950362000000041,,,"450 words, 12 photos",2015-05-06T00:10:00,https://hakaimagazine.com/videos-visuals/fishmongers/
What happens when island raccoons live free of predators? A lot. And it’s not good.,Fearless,48.971714,-123.6486,,,4 min 15 sec,2015-04-22T00:48:00,https://hakaimagazine.com/videos-visuals/fearless/
"Travel back in time to 1938, when canneries lined Canada’s west coast, salmon filled the bottom of boats, and housewives served canned salmon on their best china.",From Scales and Fins to Shiny Tins,49.119304,-123.1642,,,9 min 30 sec,2015-04-22T00:47:00,https://hakaimagazine.com/videos-visuals/scales-and-fins-shiny-tins/
"Off the coast of British Columbia, a dedicated group of friends romp regularly in the ocean, part of a growing trend of cold water swimming.",Into the Cold,48.881691,-123.5696,,,2 min 30 sec,2015-04-22T00:46:00,https://hakaimagazine.com/videos-visuals/cold/
A visionary small community on Canada’s west coast offers aquarium fans a new way to enjoy marine wildlife.,"Catch, Borrow, Release",48.943318,-125.5467,,,4 min,2015-04-22T00:44:00,https://hakaimagazine.com/videos-visuals/catch-borrow-release/
"Curious about what lives beneath the water in Victoria’s Inner Harbour? We were, too. Take a dive with us off the coast of British Columbia.",Below the Surface of Our Harbor,48.424463,-123.3705,,,3 min 45 sec,2015-04-22T00:43:00,https://hakaimagazine.com/videos-visuals/below-surface-our-harbor/
"From cemeteries to art galleries to concrete crowds, this gallery takes a look at some of the more surprising objects people have put in the sea.",Sub Marine: The Things We Sink,,,,,"600 words, 10 photos",2015-04-22T00:42:00,https://hakaimagazine.com/videos-visuals/sub-marine-things-we-sink/
Shipping traffic has grown rapidly in the past two decades—and so have its emissions. But what does that mean for the atmosphere?,Global Shipping and Emissions,,,,,Infographic,2015-04-22T00:41:00,https://hakaimagazine.com/videos-visuals/global-shipping-and-emissions/
"Fernando Calderón-Gutiérrez explores life that thrives in deep, dark underwater caves around the world.",Coastal Job: Underwater Cave Ecologist,,,,,,2022-11-28T00:05:41,https://hakaimagazine.com/article-short/coastal-job-underwater-cave-ecologist/
Sofia Green helps guests stay hot in the sauna and safe in the cold fjord.,Coastal Job: Sauna Master,59.90800300000001,10.7490463,Norway,Oslo,,2022-11-17T00:05:10,https://hakaimagazine.com/article-short/coastal-job-sauna-master/
Gavin Naylor investigates and collates information about shark bites around the world.,Coastal Job: Shark Attack Researcher,,,,,,2022-10-28T00:05:59,https://hakaimagazine.com/article-short/coastal-jobs-shark-attack-researcher/
Gisli Grimsson uses natural energy for sustainable salt production in the wilds of Iceland.,Coastal Job: Artisanal Salt Maker,65.93775,-22.37561,Iceland,,,2022-10-07T00:05:01,https://hakaimagazine.com/article-short/coastal-job-artisanal-salt-maker/
"In Mexico, scientists, surfers, and a passionate community rally to protect a beloved break.",Surf and Turf: Saving a Wave by Protecting the Land,31.90153651092386,-116.73107077834996,Mexico,Baja California,,2022-10-04T00:05:33,https://hakaimagazine.com/article-short/surf-and-turf-saving-a-wave-by-protecting-the-land/
Kathy Moore uses DNA to determine the identity of marine animals seized by authorities.,Coastal Job: Marine Forensic Scientist,,,,,,2022-08-26T00:05:34,https://hakaimagazine.com/article-short/coastal-job-marine-forensic-scientist/
"In Ireland, a seaweed has a long culinary history, but its future lies in the hands of regular folks who enjoy a challenge.",The Making of a Marine Pudding,54.056821,-5.967283,United Kingdom,Northern Ireland,,2022-08-25T00:05:15,https://hakaimagazine.com/article-short/the-making-of-a-marine-pudding/
Rebecca Simon studies pirates of the past to set the record straight today.,Coastal Job: Pirate Researcher,,,,,,2022-07-29T00:05:21,https://hakaimagazine.com/article-short/coastal-job-pirate-researcher/
Nadine Stewart Lysiak finds clues to a whale’s life events hidden within its baleen.,Coastal Job: Baleen Investigator,42.35842298322472,-71.013550661085,United States,Massachusetts,,2022-06-24T00:05:02,https://hakaimagazine.com/article-short/coastal-job-baleen-investigator/
An Iñupiaq writer remembers her family roots through the preparation of a favorite dish.,"A Dish of Beach Greens, Infused with Memories and Tradition",63.889515,-160.799927,United States,Alaska,"1,300 words, about 6 minutes",2022-06-16T00:05:59,https://hakaimagazine.com/article-short/a-dish-of-beach-greens-infused-with-memories-and-tradition/
"Mounting levels of salt in waters and soils threaten crops, drinking water, and human health.","Salt, the Great Chemical Threat",,,,,"1,900 words, about 9 minutes",2022-05-30T00:05:24,https://hakaimagazine.com/article-short/salt-the-great-chemical-threat/
Vanessa Castle keeps a close eye on the salmon and big cats that roam around her coastal home.,Coastal Job: Tribal Fish and Wildlife Technician,48.11551572781965,-123.4282819853155,United States,Washington,,2022-05-27T00:05:01,https://hakaimagazine.com/article-short/coastal-job-tribal-fish-and-wildlife-technician/
"In the end, the devotion of scientists and determined conservation efforts couldn’t save this rare honeycreeper.",The Swan Song of the Hawaiian Po‘ouli,20.7524153,-156.0360827,United States,Hawaii,,2022-05-12T00:05:37,https://hakaimagazine.com/article-short/the-swan-song-of-the-hawaiian-poouli/
"The Motagua River whisks Guatemala’s mounds of trash to Honduras’s shores, polluting waters, evicting locals, and causing diplomatic conflict along the way.",The Prickly Case of a Cross-Border Garbage Chute,15.90775380771798,-88.15836942077986,,,"2,800 words, about 14 minutes",2022-05-05T00:05:14,https://hakaimagazine.com/article-short/the-prickly-case-of-a-cross-border-garbage-chute/
Veteran guide Heiko Campen helps visitors to the Wadden Sea safely explore a vast muddy landscape.,Coastal Job: Mudflat Guide,53.61719070801626,7.135981641855546,Germany,Lower Saxony,,2022-04-28T00:05:49,https://hakaimagazine.com/article-short/coastal-job-mudflat-guide/
"Villagers along the Limpopo River are restoring an estuary and securing their food supply, one mangrove at a time.",Mothering Mozambique’s Mangroves Back to Life,-25.064767,33.695431,Mozambique,Gaza Province,,2022-04-21T00:05:59,https://hakaimagazine.com/article-short/mothering-mozambiques-mangroves-back-to-life/
Scientists have discovered a mystery parasite—what will it mean for the future of Washington’s oysters?,Trouble on the Half Shell,47.7350905039562,-122.45235866643048,United States,Washington,,2022-04-14T00:05:10,https://hakaimagazine.com/article-short/trouble-on-the-half-shell/
Triston Chaney helps visitors find the best fish—and dodge hungry bears—in Alaska’s Bristol Bay area.,Coastal Job: Fly Fishing Guide,59.030144921906825,-158.4835873851769,United States,Alaska,,2022-03-25T00:05:22,https://hakaimagazine.com/article-short/coastal-job-fly-fishing-guide/
